Shipment ID,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed,Delay Duration,Shipment Duration,Is Weekend,Weather Code,Traffic Code,Distance_Traffic,Traffic_Weather,Day of Week,Month,Quarter,Origin_Bangalore,Origin_Chennai,Origin_Delhi,Origin_Hyderabad,Origin_Jaipur,Origin_Kolkata,Origin_Lucknow,Origin_Mumbai,Origin_Pune,Destination_Bangalore,Destination_Chennai,Destination_Delhi,Destination_Hyderabad,Destination_Jaipur,Destination_Kolkata,Destination_Lucknow,Destination_Mumbai,Destination_Pune
SHIP000027,2023-10-31,2023-11-05,2023-11-07,2,1.2796812707538063,Clear,Heavy,Yes,0.03147872185540848,0.997530480641832,0,0,3,2.7977679503521666,-0.5404239141346763,1,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000028,2023-08-19,2023-08-25,2023-08-25,0,1.719469757426446,Clear,Light,No,-0.946880931770342,1.5739377848379674,1,0,1,0.1364798201633088,-0.5404239141346763,5,8,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
SHIP000029,2023-08-12,2023-08-13,2023-08-13,1,-1.7028144489082429,Clear,Light,No,-0.946880931770342,-1.3080987361427099,1,0,1,-1.2975738381362207,-0.5404239141346763,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000030,2023-08-19,2023-08-24,2023-08-27,2,0.895586522568095,Rain,Heavy,Yes,0.5206585486682838,0.997530480641832,1,1,3,2.3149216007563655,1.9051175933757376,5,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000031,2024-04-13,2024-04-14,2024-04-14,1,-1.6797687640171002,Clear,Light,No,-0.946880931770342,-1.3080987361427099,1,0,1,-1.2879169111443047,-0.5404239141346763,5,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIP000032,2023-05-05,2023-05-10,2023-05-13,1,0.9973716308373085,Rain,Heavy,Yes,0.5206585486682838,0.997530480641832,0,1,3,2.4428758833992528,1.9051175933757376,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SHIP000033,2024-04-19,2024-04-24,2024-04-26,3,0.9224731549410947,Clear,Light,Yes,0.03147872185540848,0.997530480641832,0,0,1,-0.19748890497378704,-0.5404239141346763,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHIP000034,2023-10-05,2023-10-07,2023-10-07,1,-0.5678144680194656,Clear,Light,No,-0.946880931770342,-0.7316914319465744,0,0,1,-0.8219701837843566,-0.5404239141346763,3,10,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
SHIP000035,2023-01-03,2023-01-04,2023-01-09,2,-1.5568584445976725,Clear,Light,Yes,1.4990182022940344,-1.3080987361427099,0,0,1,-1.2364133005207527,-0.5404239141346763,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SHIP000036,2023-10-10,2023-10-12,2023-10-14,1,-0.6081444165789652,Fog,Light,Yes,0.03147872185540848,-0.7316914319465744,0,2,1,-0.8388698060202097,1.0899370908722663,1,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000037,2023-11-23,2023-11-29,2023-11-29,3,1.5062971721833762,Clear,Light,No,-0.946880931770342,1.5739377848379674,0,0,1,0.04715324548808558,-0.5404239141346763,3,11,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SHIP000038,2023-07-24,2023-07-27,2023-07-27,2,-0.2701410381755392,Clear,Light,No,-0.946880931770342,-0.15528412775043895,0,0,1,-0.6972348768054413,-0.5404239141346763,0,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHIP000039,2024-02-09,2024-02-15,2024-02-18,2,1.6637760189395179,Clear,Light,Yes,0.5206585486682838,1.5739377848379674,0,0,1,0.11314224659951175,-0.5404239141346763,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SHIP000040,2023-05-31,2023-06-01,2023-06-04,1,-1.476198547478673,Clear,Light,Yes,0.5206585486682838,-1.3080987361427099,0,0,1,-1.2026140560490466,-0.5404239141346763,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000041,2023-06-07,2023-06-12,2023-06-14,2,0.7899604668170244,Clear,Heavy,Yes,0.03147872185540848,0.997530480641832,0,0,3,2.18213885461752,-0.5404239141346763,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000042,2023-12-25,2023-12-29,2023-12-30,1,0.24262545065238555,Clear,Moderate,Yes,-0.4577011049574668,0.4211231764456965,0,0,2,0.5058572776040967,-0.5404239141346763,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000043,2023-06-19,2023-06-21,2023-06-24,1,-0.4410632011181808,Rain,Heavy,Yes,0.5206585486682838,-0.7316914319465744,0,1,3,0.6346163041629771,1.9051175933757376,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SHIP000044,2023-11-28,2023-11-30,2023-11-30,0,-0.5562916255738942,Clear,Light,No,-0.946880931770342,-0.7316914319465744,0,0,1,-0.8171417202883986,-0.5404239141346763,1,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SHIP000045,2024-04-13,2024-04-17,2024-04-19,0,0.27335303050724247,Clear,Light,Yes,0.03147872185540848,0.4211231764456965,1,0,1,-0.46949234857942174,-0.5404239141346763,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000046,2023-11-29,2023-11-30,2023-12-01,3,-1.4339481251782449,Clear,Moderate,Yes,-0.4577011049574668,-1.3080987361427099,0,0,2,-0.8992255997196849,-0.5404239141346763,2,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SHIP000047,2024-05-17,2024-05-20,2024-05-20,0,0.17540886971988603,Clear,Light,No,-0.946880931770342,-0.15528412775043895,0,0,1,-0.5105342882950649,-0.5404239141346763,4,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SHIP000048,2023-08-07,2023-08-11,2023-08-12,3,0.4135476135950271,Clear,Moderate,Yes,-0.4577011049574668,0.4211231764456965,0,0,2,0.6491016946508511,-0.5404239141346763,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SHIP000049,2023-05-08,2023-05-14,2023-05-16,2,1.6656964926804463,Fog,Light,Yes,0.03147872185540848,1.5739377848379674,0,2,1,0.11394699051550475,1.0899370908722663,0,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SHIP000050,2023-02-23,2023-02-26,2023-02-26,3,-0.2874253018438962,Clear,Light,No,-0.946880931770342,-0.15528412775043895,0,0,1,-0.7044775720493783,-0.5404239141346763,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000051,2024-03-25,2024-03-27,2024-03-28,1,-0.9557501636870341,Clear,Moderate,Yes,-0.4577011049574668,-0.7316914319465744,0,0,2,-0.4984631295551698,-0.5404239141346763,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000052,2024-01-29,2024-02-01,2024-02-01,3,0.13891986864224345,Clear,Light,No,-0.946880931770342,-0.15528412775043895,0,0,1,-0.5258244226989318,-0.5404239141346763,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SHIP000053,2023-02-26,2023-02-27,2023-02-27,2,-1.420504808991745,Clear,Light,No,-0.946880931770342,-1.3080987361427099,1,0,1,-1.1792764824852495,-0.5404239141346763,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
SHIP000054,2023-02-28,2023-03-03,2023-03-04,0,-0.1856401935746827,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,0,0,2,0.14694149107121784,-0.5404239141346763,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000055,2023-03-05,2023-03-09,2023-03-12,0,0.2848758729528138,Clear,Light,Yes,0.5206585486682838,0.4211231764456965,1,0,1,-0.46466388508346373,-0.5404239141346763,6,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHIP000056,2023-10-27,2023-10-31,2023-11-02,3,0.35401292762624187,Fog,Light,Yes,0.03147872185540848,0.4211231764456965,0,2,1,-0.4356931041077156,1.0899370908722663,4,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000057,2023-07-31,2023-08-05,2023-08-12,0,0.8053242567444527,Fog,Light,Yes,2.477377855919785,0.997530480641832,0,2,1,-0.24657828384936015,1.0899370908722663,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
SHIP000058,2024-04-01,2024-04-04,2024-04-06,1,-0.3469599878126815,Fog,Light,Yes,0.03147872185540848,-0.15528412775043895,0,2,1,-0.7294246334451614,1.0899370908722663,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHIP000059,2024-03-02,2024-03-06,2024-03-07,1,0.5979130927241686,Rain,Light,Yes,-0.4577011049574668,0.4211231764456965,1,1,1,-0.3334906267766044,0.27475658836879496,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000060,2023-03-10,2023-03-11,2023-03-12,1,-1.051773850733462,Clear,Moderate,Yes,-0.4577011049574668,-1.3080987361427099,0,0,2,-0.57893752115447,-0.5404239141346763,4,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
SHIP000061,2023-01-27,2023-01-28,2023-01-31,1,-1.1113085367022473,Clear,Light,Yes,0.5206585486682838,-1.3080987361427099,0,0,1,-1.0497127120103762,-0.5404239141346763,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000062,2023-09-01,2023-09-05,2023-09-06,0,0.509571300641455,Clear,Moderate,Yes,-0.4577011049574668,0.4211231764456965,0,0,2,0.7295760862501512,-0.5404239141346763,4,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SHIP000063,2023-08-03,2023-08-08,2023-08-13,2,1.1049181603293077,Rain,Light,Yes,1.4990182022940344,0.997530480641832,0,1,1,-0.12103823295445185,0.27475658836879496,3,8,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000064,2024-03-30,2024-03-31,2024-03-31,0,-1.2361393298626033,Clear,Light,No,-0.946880931770342,-1.3080987361427099,1,0,1,-1.1020210665499213,-0.5404239141346763,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000065,2023-12-11,2023-12-12,2023-12-15,0,-1.1631613277073183,Clear,Moderate,Yes,0.5206585486682838,-1.3080987361427099,0,0,2,-0.6722878154096582,-0.5404239141346763,0,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000066,2024-03-04,2024-03-08,2024-03-10,1,0.4020247711494558,Clear,Heavy,Yes,0.03147872185540848,0.4211231764456965,0,0,3,1.6944640415257608,-0.5404239141346763,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIP000067,2024-05-08,2024-05-09,2024-05-13,0,-1.241900751085389,Clear,Light,Yes,1.009838375481159,-1.3080987361427099,0,0,1,-1.1044352982979002,-0.5404239141346763,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SHIP000068,2023-07-06,2023-07-07,2023-07-09,3,-1.0594557456971763,Clear,Light,Yes,0.03147872185540848,-1.3080987361427099,0,0,1,-1.027984626278565,-0.5404239141346763,3,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000069,2023-01-14,2023-01-19,2023-01-20,0,1.1836575837073786,Clear,Moderate,Yes,-0.4577011049574668,0.997530480641832,1,0,2,1.2945063152772387,-0.5404239141346763,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SHIP000070,2023-08-23,2023-08-25,2023-08-26,2,-0.9307840050549628,Clear,Moderate,Yes,-0.4577011049574668,-0.7316914319465744,0,0,2,-0.47753978773935174,-0.5404239141346763,2,8,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SHIP000071,2023-12-05,2023-12-07,2023-12-11,0,-0.4276198849316809,Clear,Heavy,Yes,1.009838375481159,-0.7316914319465744,0,0,3,0.65151592639883,-0.5404239141346763,1,12,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SHIP000072,2023-12-25,2023-12-27,2023-12-28,1,-0.804032738153678,Clear,Moderate,Yes,-0.4577011049574668,-0.7316914319465744,0,0,2,-0.3713135908282755,-0.5404239141346763,0,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SHIP000073,2023-01-05,2023-01-07,2023-01-08,1,-0.9077383201638202,Clear,Moderate,Yes,-0.4577011049574668,-0.7316914319465744,0,0,2,-0.4582259337555197,-0.5404239141346763,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SHIP000074,2023-12-20,2023-12-23,2023-12-23,1,-0.032002294300398124,Clear,Light,No,-0.946880931770342,-0.15528412775043895,0,0,1,-0.597446631222309,-0.5404239141346763,2,12,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHIP000075,2024-03-04,2024-03-08,2024-03-12,3,0.27335303050724247,Rain,Moderate,Yes,1.009838375481159,0.4211231764456965,0,1,2,0.5316090829158728,1.0899370908722663,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SHIP000076,2023-11-14,2023-11-19,2023-11-20,2,0.9916102096145228,Rain,Light,Yes,-0.4577011049574668,0.997530480641832,0,1,1,-0.16851812399803895,0.27475658836879496,1,11,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
SHIP000077,2023-07-01,2023-07-04,2023-07-05,0,0.10051039382367231,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,1,0,2,0.38675517803713244,-0.5404239141346763,5,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000078,2023-04-07,2023-04-13,2023-04-15,1,1.4947743297378049,Rain,Moderate,Yes,0.03147872185540848,1.5739377848379674,0,1,2,1.5552433440589715,1.0899370908722663,4,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SHIP000079,2023-09-23,2023-09-24,2023-09-24,0,-1.4704371262558873,Clear,Light,No,-0.946880931770342,-1.3080987361427099,1,0,1,-1.2001998243010676,-0.5404239141346763,5,9,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
SHIP000080,2023-10-06,2023-10-12,2023-10-18,1,1.4352396437690196,Clear,Moderate,Yes,1.9881980291069097,1.5739377848379674,0,0,2,1.5053492212674053,-0.5404239141346763,4,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SHIP000081,2024-02-24,2024-02-25,2024-02-27,3,-1.30719685827696,Rain,Moderate,Yes,0.03147872185540848,-1.3080987361427099,1,1,2,-0.7929994028086085,1.0899370908722663,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SHIP000082,2023-12-26,2023-12-28,2023-12-31,3,-0.7233728410346787,Clear,Moderate,Yes,0.5206585486682838,-0.7316914319465744,0,0,2,-0.3037151018848633,-0.5404239141346763,1,12,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SHIP000083,2023-09-26,2023-09-30,2023-10-02,3,0.3674562438127418,Clear,Light,Yes,0.03147872185540848,0.4211231764456965,0,0,1,-0.4300598966957646,-0.5404239141346763,1,9,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
SHIP000084,2023-05-06,2023-05-12,2023-05-14,1,1.433319170028091,Fog,Light,Yes,0.03147872185540848,1.5739377848379674,1,2,1,0.016572976680351504,1.0899370908722663,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000085,2023-12-22,2023-12-26,2023-12-28,2,0.4826846682684552,Clear,Light,Yes,0.03147872185540848,0.4211231764456965,0,0,1,-0.3817752617361845,-0.5404239141346763,4,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000086,2024-04-01,2024-04-02,2024-04-02,2,-1.0325691133241763,Clear,Light,No,-0.946880931770342,-1.3080987361427099,0,0,1,-1.0167182114546631,-0.5404239141346763,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SHIP000087,2023-09-25,2023-10-01,2023-10-01,2,1.36802306283652,Clear,Light,No,-0.946880931770342,1.5739377848379674,0,0,1,-0.010788316463410564,-0.5404239141346763,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
SHIP000088,2023-07-18,2023-07-19,2023-07-26,3,-1.3321630169090313,Fog,Light,Yes,2.477377855919785,-1.3080987361427099,0,2,1,-1.1422582623495714,1.0899370908722663,1,7,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SHIP000089,2024-04-07,2024-04-08,2024-04-08,2,-0.9883982172828195,Clear,Light,No,-0.946880931770342,-1.3080987361427099,1,0,1,-0.9982091013868241,-0.5404239141346763,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHIP000090,2023-04-01,2023-04-04,2023-04-05,0,-0.16259450868354,Clear,Moderate,Yes,-0.4577011049574668,-0.15528412775043895,1,0,2,0.16625534505504988,-0.5404239141346763,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SHIP000091,2024-03-10,2024-03-12,2024-03-17,3,-0.9115792676456773,Rain,Moderate,Yes,1.4990182022940344,-0.7316914319465744,1,1,2,-0.4614449094194917,1.0899370908722663,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHIP000092,2023-03-26,2023-03-28,2023-04-02,3,-0.9595911111688912,Clear,Light,Yes,1.4990182022940344,-0.7316914319465744,1,0,1,-0.986137942646929,-0.5404239141346763,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SHIP000093,2023-04-24,2023-04-25,2023-04-28,2,-1.117069957925033,Clear,Light,Yes,0.5206585486682838,-1.3080987361427099,0,0,1,-1.0521269437583551,-0.5404239141346763,0,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SHIP000094,2023-11-17,2023-11-21,2023-11-23,1,0.5383784067553833,Clear,Heavy,Yes,0.03147872185540848,0.4211231764456965,0,0,3,1.8658744956322704,-0.5404239141346763,4,11,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SHIP000095,2023-04-28,2023-04-29,2023-05-03,1,-1.12091090540689,Clear,Heavy,Yes,1.009838375481159,-1.3080987361427099,0,0,3,-0.22002173462159108,-0.5404239141346763,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SHIP000096,2024-03-09,2024-03-14,2024-03-16,2,0.9282345761638804,Fog,Light,Yes,0.03147872185540848,0.997530480641832,1,2,1,-0.19507467322580802,1.0899370908722663,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHIP000097,2023-12-22,2023-12-28,2023-12-30,0,1.4582853286601623,Clear,Light,Yes,0.03147872185540848,1.5739377848379674,0,0,1,0.02703464758826053,-0.5404239141346763,4,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
