Vehicle Type,Distance (km),Delay Duration,Is Weekend,Weather Code,Traffic Code,Traffic_Weather,Day of Week,Month
1,-0.3469599878126815,0.03147872185540848,0,2,1,1.0899370908722663,0,4
1,0.5979130927241686,-0.4577011049574668,1,1,1,0.27475658836879496,5,3
1,-1.051773850733462,-0.4577011049574668,0,0,2,-0.5404239141346763,4,3
1,-1.1113085367022473,0.5206585486682838,0,0,1,-0.5404239141346763,4,1
0,0.509571300641455,-0.4577011049574668,0,0,2,-0.5404239141346763,4,9
2,1.1049181603293077,1.4990182022940344,0,1,1,0.27475658836879496,3,8
0,-1.2361393298626033,-0.946880931770342,1,0,1,-0.5404239141346763,5,3
0,-1.1631613277073183,0.5206585486682838,0,0,2,-0.5404239141346763,0,12
1,0.4020247711494558,0.03147872185540848,0,0,3,-0.5404239141346763,0,3
0,-1.241900751085389,1.009838375481159,0,0,1,-0.5404239141346763,2,5
3,-1.0594557456971763,0.03147872185540848,0,0,1,-0.5404239141346763,3,7
0,1.1836575837073786,-0.4577011049574668,1,0,2,-0.5404239141346763,5,1
2,-0.9307840050549628,-0.4577011049574668,0,0,2,-0.5404239141346763,2,8
0,-0.4276198849316809,1.009838375481159,0,0,3,-0.5404239141346763,1,12
1,-0.804032738153678,-0.4577011049574668,0,0,2,-0.5404239141346763,0,12
1,-0.9077383201638202,-0.4577011049574668,0,0,2,-0.5404239141346763,3,1
1,-0.032002294300398124,-0.946880931770342,0,0,1,-0.5404239141346763,2,12
3,0.27335303050724247,1.009838375481159,0,1,2,1.0899370908722663,0,3
2,0.9916102096145228,-0.4577011049574668,0,1,1,0.27475658836879496,1,11
0,0.10051039382367231,-0.4577011049574668,1,0,2,-0.5404239141346763,5,7
1,1.4947743297378049,0.03147872185540848,0,1,2,1.0899370908722663,4,4
0,-1.4704371262558873,-0.946880931770342,1,0,1,-0.5404239141346763,5,9
1,1.4352396437690196,1.9881980291069097,0,0,2,-0.5404239141346763,4,10
3,-1.30719685827696,0.03147872185540848,1,1,2,1.0899370908722663,5,2
3,-0.7233728410346787,0.5206585486682838,0,0,2,-0.5404239141346763,1,12
3,0.3674562438127418,0.03147872185540848,0,0,1,-0.5404239141346763,1,9
1,1.433319170028091,0.03147872185540848,1,2,1,1.0899370908722663,5,5
2,0.4826846682684552,0.03147872185540848,0,0,1,-0.5404239141346763,4,12
2,-1.0325691133241763,-0.946880931770342,0,0,1,-0.5404239141346763,0,4
2,1.36802306283652,-0.946880931770342,0,0,1,-0.5404239141346763,0,9
3,-1.3321630169090313,2.477377855919785,0,2,1,1.0899370908722663,1,7
2,-0.9883982172828195,-0.946880931770342,1,0,1,-0.5404239141346763,6,4
0,-0.16259450868354,-0.4577011049574668,1,0,2,-0.5404239141346763,5,4
3,-0.9115792676456773,1.4990182022940344,1,1,2,1.0899370908722663,6,3
3,-0.9595911111688912,1.4990182022940344,1,0,1,-0.5404239141346763,6,3
2,-1.117069957925033,0.5206585486682838,0,0,1,-0.5404239141346763,0,4
1,0.5383784067553833,0.03147872185540848,0,0,3,-0.5404239141346763,4,11
1,-1.12091090540689,1.009838375481159,0,0,3,-0.5404239141346763,4,4
2,0.9282345761638804,0.03147872185540848,1,2,1,1.0899370908722663,5,3
0,1.4582853286601623,0.03147872185540848,0,0,1,-0.5404239141346763,4,12
3,-1.6701663953124573,0.03147872185540848,0,2,1,1.0899370908722663,4,3
0,-0.11842361264218319,1.009838375481159,0,2,3,4.350659100886151,1,5
0,0.5998335664650972,1.009838375481159,0,1,2,1.0899370908722663,1,11
1,0.02561191792745859,-0.4577011049574668,1,0,2,-0.5404239141346763,5,5
2,1.164452846298093,0.03147872185540848,1,0,3,-0.5404239141346763,5,10
2,1.416034906359734,1.4990182022940344,0,0,3,-0.5404239141346763,2,2
0,0.7553919394803102,-0.4577011049574668,0,0,2,-0.5404239141346763,1,5
1,0.45771850963638394,-0.946880931770342,0,0,1,-0.5404239141346763,2,4
2,-1.4166638615098879,0.03147872185540848,0,0,3,-0.5404239141346763,2,5
3,1.199021373634807,0.5206585486682838,0,2,2,2.720298095879209,0,12
3,0.13507892116038636,-0.4577011049574668,0,1,1,0.27475658836879496,3,3
1,-1.1535589590026756,0.03147872185540848,1,0,3,-0.5404239141346763,5,12
1,-0.11842361264218319,0.03147872185540848,0,0,3,-0.5404239141346763,1,4
2,1.0242582632103083,1.4990182022940344,0,2,1,1.0899370908722663,4,4
3,0.3021601366211708,-0.4577011049574668,0,0,2,-0.5404239141346763,3,5
3,-0.6196672590245366,-0.946880931770342,0,0,1,-0.5404239141346763,2,3
2,-0.5889396791696797,1.9881980291069097,0,0,2,-0.5404239141346763,3,7
1,-1.7028144489082429,-0.946880931770342,0,0,1,-0.5404239141346763,4,1
0,-0.73489568348025,0.03147872185540848,0,0,3,-0.5404239141346763,4,1
1,1.0050535258010227,-0.946880931770342,0,0,1,-0.5404239141346763,4,10
3,1.6868217038306605,1.4990182022940344,0,0,3,-0.5404239141346763,4,7
2,1.6042413329707326,0.03147872185540848,1,0,1,-0.5404239141346763,6,5
1,1.3449773779453773,-0.4577011049574668,0,0,2,-0.5404239141346763,4,5
3,-1.4224252827326735,-0.4577011049574668,0,0,2,-0.5404239141346763,2,1
2,1.030019684433094,-0.4577011049574668,0,0,2,-0.5404239141346763,0,9
2,1.1548504775934503,-0.946880931770342,0,0,1,-0.5404239141346763,4,5
1,-1.3283220694271742,-0.946880931770342,1,0,1,-0.5404239141346763,5,2
3,-1.4992442323698159,-0.4577011049574668,0,0,2,-0.5404239141346763,4,3
1,-1.1228313791478186,-0.4577011049574668,0,0,2,-0.5404239141346763,4,10
1,-0.2855048281029677,-0.946880931770342,1,0,1,-0.5404239141346763,5,3
0,1.5831161218205183,-0.4577011049574668,0,0,2,-0.5404239141346763,4,3
0,0.4058657186313129,0.03147872185540848,0,0,3,-0.5404239141346763,3,3
2,-1.0056824809511766,0.03147872185540848,0,0,1,-0.5404239141346763,3,6
1,-0.6331105752110365,0.5206585486682838,1,0,2,-0.5404239141346763,5,12
1,-0.05504797919154081,-0.4577011049574668,0,0,2,-0.5404239141346763,2,2
3,0.035214286632101376,-0.946880931770342,1,0,1,-0.5404239141346763,5,1
1,1.285442691976592,1.009838375481159,0,0,3,-0.5404239141346763,4,12
3,-0.8558855291587492,-0.946880931770342,0,0,1,-0.5404239141346763,1,7
0,0.01985049670467292,1.4990182022940344,0,0,2,-0.5404239141346763,2,3
1,-1.4685166525149589,-0.946880931770342,1,0,1,-0.5404239141346763,6,5
0,0.16772697475617182,-0.946880931770342,0,0,1,-0.5404239141346763,0,11
2,0.9762464196870944,-0.4577011049574668,0,0,2,-0.5404239141346763,0,4
1,0.29447824165745656,0.03147872185540848,0,2,1,1.0899370908722663,0,12
0,-0.0012747144455412076,-0.4577011049574668,0,0,2,-0.5404239141346763,2,5
0,0.4461956671908126,0.03147872185540848,1,1,2,1.0899370908722663,5,7
1,1.3084883768677347,-0.4577011049574668,0,1,1,0.27475658836879496,0,6
3,-0.9576706374279627,-0.946880931770342,1,0,1,-0.5404239141346763,6,4
1,0.3328877164760277,-0.946880931770342,1,0,1,-0.5404239141346763,5,10
0,-0.999921059728391,-0.946880931770342,0,0,1,-0.5404239141346763,4,4
0,0.5230146168279549,0.5206585486682838,1,0,1,-0.5404239141346763,6,5
2,-1.7258601337993855,2.477377855919785,1,2,3,4.350659100886151,6,10
0,-1.2015708025258893,0.03147872185540848,0,2,1,1.0899370908722663,4,3
3,-0.9634320586507483,-0.946880931770342,0,0,1,-0.5404239141346763,0,4
1,0.6651296736566681,1.4990182022940344,0,0,1,-0.5404239141346763,2,2
3,0.6305611463199541,-0.946880931770342,0,0,1,-0.5404239141346763,3,11
1,-1.5933474456753152,-0.946880931770342,1,0,1,-0.5404239141346763,6,3
2,0.895586522568095,1.4990182022940344,0,1,1,0.27475658836879496,4,7
2,0.9147912599773805,0.03147872185540848,0,0,3,-0.5404239141346763,1,8
1,0.1369993949013149,-0.4577011049574668,1,1,1,0.27475658836879496,6,1
2,-0.5294049932008944,1.009838375481159,0,0,1,-0.5404239141346763,1,12
3,-0.06657082163711214,-0.946880931770342,1,0,1,-0.5404239141346763,6,3
2,1.2719993757900923,-0.4577011049574668,0,0,2,-0.5404239141346763,0,8
3,0.26183018806167113,0.03147872185540848,0,0,3,-0.5404239141346763,0,4
1,-1.0325691133241763,-0.4577011049574668,0,0,2,-0.5404239141346763,2,5
0,-0.27782293313925344,-0.4577011049574668,1,1,1,0.27475658836879496,5,6
3,1.0453834743605224,-0.4577011049574668,1,0,2,-0.5404239141346763,6,2
1,-0.9154202151275344,-0.946880931770342,0,0,1,-0.5404239141346763,0,2
1,1.6061618067116612,-0.4577011049574668,0,1,1,0.27475658836879496,0,7
2,-1.5741427082660295,0.03147872185540848,0,0,3,-0.5404239141346763,3,8
2,1.0242582632103083,-0.4577011049574668,1,0,2,-0.5404239141346763,5,7
1,1.164452846298093,0.5206585486682838,0,0,1,-0.5404239141346763,2,2
3,-0.15875356120168288,-0.946880931770342,0,0,1,-0.5404239141346763,1,8
1,-1.1132290104431757,0.5206585486682838,0,1,1,0.27475658836879496,3,1
3,-0.26245914321182495,-0.4577011049574668,0,0,2,-0.5404239141346763,3,4
2,-0.08001413782361205,-0.946880931770342,1,0,1,-0.5404239141346763,6,5
3,0.6920163060296679,-0.4577011049574668,0,0,2,-0.5404239141346763,4,4
0,0.4769232470456695,0.03147872185540848,1,0,3,-0.5404239141346763,6,4
1,1.2585560596035923,1.4990182022940344,0,0,2,-0.5404239141346763,2,10
2,-0.23365203709789661,1.009838375481159,0,0,3,-0.5404239141346763,2,2
2,-1.5472560758930296,0.03147872185540848,0,0,3,-0.5404239141346763,2,3
0,-0.331596197885253,0.5206585486682838,1,1,1,0.27475658836879496,6,3
2,-1.658643552866886,1.4990182022940344,1,0,1,-0.5404239141346763,5,2
3,0.6728115686203824,-0.946880931770342,0,0,1,-0.5404239141346763,0,8
0,0.6420839887655254,-0.946880931770342,0,0,1,-0.5404239141346763,1,3
0,-0.9019768989410345,-0.4577011049574668,0,0,2,-0.5404239141346763,2,1
0,0.2445459243933141,0.03147872185540848,1,1,2,1.0899370908722663,6,12
1,-0.2432544058025394,-0.4577011049574668,0,0,2,-0.5404239141346763,3,6
0,-1.0709785881427476,0.03147872185540848,1,0,3,-0.5404239141346763,6,10
1,1.281601744494735,0.5206585486682838,1,1,3,1.9051175933757376,6,12
3,1.6484122290120893,2.96655768273266,1,2,3,4.350659100886151,6,10
2,1.0184968419875227,1.4990182022940344,0,0,3,-0.5404239141346763,3,7
1,1.454444381178305,0.5206585486682838,0,2,2,2.720298095879209,2,5
1,0.6459249362473826,-0.4577011049574668,1,0,2,-0.5404239141346763,5,2
2,-0.1222645601240403,0.03147872185540848,0,2,1,1.0899370908722663,3,3
3,-0.25861819572996786,0.03147872185540848,1,2,1,1.0899370908722663,6,8
3,-1.6471207104213146,2.477377855919785,0,1,2,1.0899370908722663,2,4
2,-0.3642442514810385,0.03147872185540848,0,0,3,-0.5404239141346763,2,6
2,-0.10690077019661184,0.5206585486682838,0,1,1,0.27475658836879496,0,5
0,-1.0767400093655333,-0.4577011049574668,0,0,2,-0.5404239141346763,0,7
2,1.2412717959352353,-1.4360607585832172,0,0,2,-0.5404239141346763,2,9
2,0.5710264603511688,-0.4577011049574668,0,0,2,-0.5404239141346763,0,3
0,-0.15107166623796867,-0.946880931770342,0,0,1,-0.5404239141346763,3,4
2,1.1183614765158076,-0.4577011049574668,0,0,2,-0.5404239141346763,3,12
1,0.08130565641438675,0.03147872185540848,0,0,3,-0.5404239141346763,4,4
0,1.0761110542153793,0.5206585486682838,0,1,1,0.27475658836879496,4,2
2,-0.28166388062111053,-0.4577011049574668,0,1,1,0.27475658836879496,4,3
3,-0.4449041486000379,0.03147872185540848,0,2,1,1.0899370908722663,3,3
1,0.22150023950217143,0.03147872185540848,0,1,2,1.0899370908722663,0,8
1,-0.1357078763105402,-0.946880931770342,0,0,1,-0.5404239141346763,0,4
1,1.3872278002458056,-0.4577011049574668,0,0,2,-0.5404239141346763,2,5
3,-0.5947011003924654,-0.946880931770342,1,0,1,-0.5404239141346763,5,7
2,-0.7233728410346787,-0.946880931770342,0,0,1,-0.5404239141346763,3,2
3,-0.3200733554396817,0.03147872185540848,1,1,2,1.0899370908722663,5,8
2,-0.8904540564954632,-0.4577011049574668,1,1,1,0.27475658836879496,6,5
0,-0.821317001822035,1.9881980291069097,0,2,1,1.0899370908722663,3,5
2,-1.4454709676238162,2.96655768273266,1,1,1,0.27475658836879496,6,12
2,-0.44298367485910933,0.03147872185540848,1,0,3,-0.5404239141346763,5,11
1,0.1734883959789575,1.9881980291069097,0,1,1,0.27475658836879496,4,4
3,-1.3264015956862456,-0.946880931770342,0,0,1,-0.5404239141346763,1,3
3,1.377625431541163,-0.4577011049574668,0,0,2,-0.5404239141346763,2,7
0,-0.5735758892422512,1.9881980291069097,0,1,2,1.0899370908722663,3,10
0,0.9224731549410947,-0.946880931770342,0,0,1,-0.5404239141346763,4,4
2,0.3962633499266701,-0.4577011049574668,0,0,2,-0.5404239141346763,2,6
3,-0.5543711518329657,-0.946880931770342,0,0,1,-0.5404239141346763,1,7
0,0.3616948225899561,1.9881980291069097,0,0,2,-0.5404239141346763,0,2
1,0.05825997152324406,-0.4577011049574668,0,1,1,0.27475658836879496,3,11
0,0.8187675729309527,-0.4577011049574668,0,0,2,-0.5404239141346763,3,4
2,-0.2663000906936821,-0.4577011049574668,1,0,2,-0.5404239141346763,6,4
0,-0.06272987415525504,1.009838375481159,1,1,1,0.27475658836879496,6,1
1,-0.44298367485910933,-0.946880931770342,0,0,1,-0.5404239141346763,3,1
2,0.16772697475617182,-0.4577011049574668,0,0,2,-0.5404239141346763,0,3
1,-1.537653707188387,-0.4577011049574668,0,1,1,0.27475658836879496,0,3
2,0.7419486232938104,-0.4577011049574668,0,0,2,-0.5404239141346763,4,11
2,-1.2111731712305323,1.4990182022940344,1,0,3,-0.5404239141346763,6,1
1,-0.8328398442676065,0.5206585486682838,0,1,3,1.9051175933757376,3,3
1,0.49228703697309795,0.03147872185540848,0,0,3,-0.5404239141346763,1,3
3,0.7822785718533101,1.009838375481159,0,2,3,4.350659100886151,2,2
1,-0.4276198849316809,0.03147872185540848,0,0,3,-0.5404239141346763,2,12
1,1.1663733200390216,0.03147872185540848,0,0,3,-0.5404239141346763,1,3
3,0.32712629525324205,0.5206585486682838,1,0,1,-0.5404239141346763,5,7
0,0.8686998901950952,-0.4577011049574668,0,0,2,-0.5404239141346763,4,4
1,-1.1670022751891753,1.4990182022940344,0,1,2,1.0899370908722663,0,4
3,-1.1535589590026756,-0.946880931770342,0,0,1,-0.5404239141346763,0,4
0,-1.1305132741115327,0.03147872185540848,1,2,1,1.0899370908722663,5,5
0,-0.27398198565739634,0.03147872185540848,0,0,3,-0.5404239141346763,1,2
1,-0.5927806266515367,1.4990182022940344,0,0,2,-0.5404239141346763,2,2
2,-0.020479451854826778,0.5206585486682838,0,2,2,2.720298095879209,3,2
2,0.6555273049520254,-0.4577011049574668,0,0,2,-0.5404239141346763,3,2
2,0.021770970445601476,-0.4577011049574668,1,0,2,-0.5404239141346763,5,9
2,-0.6792019449933219,0.03147872185540848,0,1,2,1.0899370908722663,2,4
0,-0.5947011003924654,-0.4577011049574668,1,0,2,-0.5404239141346763,5,10
0,-1.6317569204938862,0.03147872185540848,0,0,3,-0.5404239141346763,2,2
0,1.0703496329925937,-0.4577011049574668,0,0,2,-0.5404239141346763,3,12
2,-0.7598618421123212,1.009838375481159,0,2,3,4.350659100886151,0,6
1,-1.5914269719343865,-0.946880931770342,0,0,1,-0.5404239141346763,2,3
3,-0.39305135759496684,-0.946880931770342,0,0,1,-0.5404239141346763,2,5
0,-1.268787383458389,-0.4577011049574668,0,0,2,-0.5404239141346763,2,12
0,1.6004003854888755,-0.4577011049574668,0,0,2,-0.5404239141346763,3,11
0,1.2431922696761637,1.009838375481159,0,1,2,1.0899370908722663,2,5
3,-0.8712493190861775,1.009838375481159,0,0,2,-0.5404239141346763,0,10
0,1.3526592729090916,0.03147872185540848,0,0,3,-0.5404239141346763,4,12
0,0.8034037830035242,-0.946880931770342,0,0,1,-0.5404239141346763,4,5
1,-0.09153698026918339,-0.946880931770342,0,0,1,-0.5404239141346763,4,5
3,1.5927184905251612,1.9881980291069097,0,0,2,-0.5404239141346763,1,2
0,-1.203491276266818,0.03147872185540848,0,0,3,-0.5404239141346763,1,1
0,0.09474897260088665,-0.4577011049574668,1,0,2,-0.5404239141346763,5,6
2,-0.23941345832068228,-0.4577011049574668,1,1,1,0.27475658836879496,5,1
0,-0.3949718313358954,-0.4577011049574668,0,0,2,-0.5404239141346763,2,5
2,-1.268787383458389,1.9881980291069097,0,1,1,0.27475658836879496,1,11
2,-0.7425775784439642,1.009838375481159,0,1,2,1.0899370908722663,2,2
0,0.5729469340920974,-0.946880931770342,0,0,1,-0.5404239141346763,3,2
3,-1.4089819665461736,-0.4577011049574668,0,0,2,-0.5404239141346763,0,2
3,-0.38921041011310975,-0.4577011049574668,1,0,2,-0.5404239141346763,5,1
2,0.07938518267345819,2.96655768273266,0,2,2,2.720298095879209,2,11
0,0.3079215578439565,-0.4577011049574668,1,0,2,-0.5404239141346763,5,5
0,-0.3335166716261816,1.009838375481159,0,0,1,-0.5404239141346763,4,5
3,-0.7041681036253931,-0.946880931770342,0,0,1,-0.5404239141346763,0,10
1,0.7246643596254534,-0.946880931770342,1,0,1,-0.5404239141346763,6,1
3,-1.165081801448247,-0.4577011049574668,1,0,2,-0.5404239141346763,6,1
0,-0.5870192054287511,-1.4360607585832172,0,0,2,-0.5404239141346763,0,1
1,0.44043424596802694,-0.4577011049574668,1,0,2,-0.5404239141346763,5,3
2,1.1548504775934503,0.03147872185540848,1,0,3,-0.5404239141346763,6,1
2,-0.42185846370889524,2.477377855919785,0,0,3,-0.5404239141346763,1,11
3,-0.9154202151275344,0.5206585486682838,1,1,3,1.9051175933757376,5,1
2,0.34441055892159905,-0.4577011049574668,1,0,2,-0.5404239141346763,5,11
0,1.0242582632103083,1.4990182022940344,1,0,2,-0.5404239141346763,5,7
0,-1.0844219043292473,0.03147872185540848,1,0,3,-0.5404239141346763,5,11
2,1.6829807563488033,-0.4577011049574668,0,0,2,-0.5404239141346763,1,5
3,-0.3181528816987531,1.9881980291069097,1,1,1,0.27475658836879496,5,4
2,0.7246643596254534,-0.946880931770342,1,0,1,-0.5404239141346763,5,2
0,1.068429159251665,0.5206585486682838,0,0,1,-0.5404239141346763,4,4
2,0.3117625053258136,0.5206585486682838,0,2,2,2.720298095879209,0,2
3,-0.7156909460709645,-0.4577011049574668,1,0,2,-0.5404239141346763,5,5
0,0.28295539921188523,0.5206585486682838,0,2,2,2.720298095879209,0,6
1,0.34056961143974196,-0.946880931770342,0,0,1,-0.5404239141346763,0,4
1,-0.4813931496776805,-0.946880931770342,1,0,1,-0.5404239141346763,5,1
1,-0.25861819572996786,-0.4577011049574668,0,0,2,-0.5404239141346763,4,4
3,-0.41993798996796666,-0.946880931770342,0,0,1,-0.5404239141346763,1,3
2,0.9512802610550232,1.9881980291069097,0,0,2,-0.5404239141346763,3,5
3,0.34441055892159905,-0.4577011049574668,0,0,2,-0.5404239141346763,4,12
1,0.7035391484752392,1.009838375481159,0,2,3,4.350659100886151,2,3
3,0.6555273049520254,-0.946880931770342,0,0,1,-0.5404239141346763,4,11
2,-1.4358685989191733,-0.4577011049574668,0,0,2,-0.5404239141346763,2,9
2,0.14276081612410058,-0.946880931770342,0,0,1,-0.5404239141346763,4,10
2,-0.414176568745181,-0.946880931770342,0,0,1,-0.5404239141346763,0,11
1,-0.600462521615251,0.03147872185540848,0,1,2,1.0899370908722663,4,6
2,1.6464917552711609,1.9881980291069097,1,0,3,-0.5404239141346763,6,8
0,0.37705861251738454,-0.946880931770342,1,0,1,-0.5404239141346763,6,3
0,1.5216609621108046,-0.4577011049574668,0,0,2,-0.5404239141346763,0,2
0,0.6670501473975967,0.03147872185540848,0,0,3,-0.5404239141346763,2,3
1,-1.6452002366803862,0.03147872185540848,1,1,2,1.0899370908722663,5,8
2,0.5806288290558116,1.4990182022940344,0,0,3,-0.5404239141346763,0,1
0,-0.10113934897382618,0.5206585486682838,1,0,1,-0.5404239141346763,6,8
1,-0.1222645601240403,-0.4577011049574668,0,0,2,-0.5404239141346763,2,1
0,1.295045060681235,-0.4577011049574668,0,0,2,-0.5404239141346763,2,3
2,0.07554423519160108,-0.4577011049574668,0,0,2,-0.5404239141346763,4,1
1,1.047303948101451,0.03147872185540848,0,0,3,-0.5404239141346763,4,5
3,1.5043766984424476,-0.946880931770342,0,0,1,-0.5404239141346763,4,12
1,-1.2092526974896036,-0.946880931770342,0,0,1,-0.5404239141346763,0,7
2,0.2311026082068142,2.96655768273266,1,2,2,2.720298095879209,6,5
2,0.7438690970347389,-0.946880931770342,0,0,1,-0.5404239141346763,1,12
0,0.3213648740304564,0.5206585486682838,0,0,1,-0.5404239141346763,1,9
0,-0.9442273212414628,1.009838375481159,1,0,1,-0.5404239141346763,6,5
2,1.4928538559968763,-0.946880931770342,1,0,1,-0.5404239141346763,6,8
1,-1.472357599996816,1.4990182022940344,0,0,3,-0.5404239141346763,4,2
0,-0.5428483093873944,-0.4577011049574668,0,0,2,-0.5404239141346763,0,12
3,-1.7181782388356712,-0.946880931770342,0,0,1,-0.5404239141346763,1,4
0,0.04097570785488705,1.009838375481159,1,0,1,-0.5404239141346763,5,1
1,0.8379723103402382,0.5206585486682838,0,0,2,-0.5404239141346763,0,9
1,-1.455073336328459,1.009838375481159,0,1,2,1.0899370908722663,1,1
1,-1.2764692784221032,0.03147872185540848,0,0,1,-0.5404239141346763,1,2
0,0.6113564089106686,-0.4577011049574668,0,0,2,-0.5404239141346763,3,6
2,-0.7886689482262497,-0.946880931770342,0,0,1,-0.5404239141346763,4,6
0,1.385307326504877,-0.946880931770342,1,0,1,-0.5404239141346763,6,11
0,-1.3475268068364596,-0.4577011049574668,1,0,2,-0.5404239141346763,6,1
0,0.1466017636059577,1.4990182022940344,0,0,2,-0.5404239141346763,2,4
1,0.6132768826515971,-0.4577011049574668,0,1,1,0.27475658836879496,1,9
1,-0.44298367485910933,0.5206585486682838,0,2,2,2.720298095879209,0,1
0,-0.37192614644475275,1.009838375481159,0,1,2,1.0899370908722663,1,1
2,0.3501719801443847,-0.4577011049574668,1,0,2,-0.5404239141346763,6,12
1,0.8879046276043807,1.9881980291069097,1,0,2,-0.5404239141346763,6,1
1,-0.01279755689111255,0.03147872185540848,1,0,3,-0.5404239141346763,5,4
3,1.3315340617588773,-0.946880931770342,1,0,1,-0.5404239141346763,6,3
2,0.29447824165745656,1.009838375481159,0,1,2,1.0899370908722663,3,10
1,-1.5626198658204582,-0.4577011049574668,0,0,2,-0.5404239141346763,1,12
3,-0.23749298457975374,1.4990182022940344,1,0,1,-0.5404239141346763,5,9
1,-0.8942950039773203,1.9881980291069097,1,1,2,1.0899370908722663,5,2
